chrom	start	end	observed_overlap	p_value	bonferroni_p	significant
chr2	207670	208001	301	0.6336633663366337	1.0	False
chr2	2209233	2209507	288	0.7227722772277227	1.0	False
chr2	2593349	2594311	90	0.9207920792079208	1.0	False
chr2	1963273	1963861	509	0.7425742574257426	1.0	False
chr2	655509	656486	1223	0.45544554455445546	1.0	False
chr2	1293849	1294139	326	0.7524752475247525	1.0	False
chr2	3233909	3234072	248	0.8217821782178217	1.0	False
chr2	2536580	2537289	34	0.8415841584158416	1.0	False
chr2	12095	12752	327	0.7524752475247525	1.0	False
chr2	170769	171703	360	0.24752475247524752	1.0	False
chr2	769465	769960	1153	0.21782178217821782	1.0	False
chr2	2896204	2897026	356	0.4158415841584158	1.0	False
chr2	3007029	3007932	3008	0.09900990099009901	1.0	False
chr2	450781	451138	1923	0.45544554455445546	1.0	False
chr2	2398494	2399430	1108	0.10891089108910891	1.0	False
chr2	2081340	2082184	728	0.33663366336633666	1.0	False
chr2	2709525	2709731	130	0.9801980198019802	1.0	False
chr2	1587566	1588126	0	1.0	1.0	False
chr2	238060	238856	29	0.8910891089108911	1.0	False
chr2	3024649	3025214	670	0.019801980198019802	1.0	False
chr2	1102983	1103647	306	0.18811881188118812	1.0	False
chr2	862365	862777	356	0.6138613861386139	1.0	False
chr2	2761933	2762861	651	0.6237623762376238	1.0	False
chr2	2814997	2815666	1763	0.5445544554455446	1.0	False
chr2	2189449	2189709	1255	0.6039603960396039	1.0	False
chr2	145125	145408	4044	0.019801980198019802	1.0	False
chr2	2671254	2671497	1099	0.6237623762376238	1.0	False
chr2	552959	553401	2927	0.2079207920792079	1.0	False
chr2	1542836	1543110	4923	0.009900990099009901	1.0	False
chr2	446408	447113	520	0.7425742574257426	1.0	False
chr2	329953	330597	1959	0.25742574257425743	1.0	False
chr2	2565662	2566190	324	0.1782178217821782	1.0	False
chr2	258959	259241	1725	0.019801980198019802	1.0	False
chr2	486642	487326	1922	0.42574257425742573	1.0	False
chr2	10970	11484	1104	0.5346534653465347	1.0	False
chr2	58537	59021	1021	0.5742574257425742	1.0	False
chr2	1903673	1904294	1095	0.009900990099009901	1.0	False
chr2	2942615	2943409	3075	0.09900990099009901	1.0	False
chr2	165575	165955	2216	0.009900990099009901	1.0	False
chr2	1561661	1562017	10	0.9306930693069307	1.0	False
chr2	818599	819421	1112	0.6237623762376238	1.0	False
chr2	1184011	1184918	992	0.22772277227722773	1.0	False
chr2	2280821	2281024	2338	0.2376237623762376	1.0	False
chr2	2785284	2785584	393	0.900990099009901	1.0	False
chr2	598734	599389	1996	0.009900990099009901	1.0	False
chr2	1539284	1540236	2479	0.019801980198019802	1.0	False
chr2	1250213	1250505	258	0.7524752475247525	1.0	False
chr2	2932290	2933180	392	0.7425742574257426	1.0	False
chr2	967984	968404	1707	0.009900990099009901	1.0	False
chr2	1229640	1230085	43	0.9504950495049505	1.0	False
chr2	1646440	1647180	3112	0.0594059405940594	1.0	False
chr2	1585905	1586627	0	1.0	1.0	False
chr2	808983	809757	1072	0.6336633663366337	1.0	False
chr2	1738538	1738975	287	0.6237623762376238	1.0	False
chr2	1287507	1288444	260	0.6534653465346535	1.0	False
chr2	2389446	2389882	512	0.8118811881188119	1.0	False
chr2	2107603	2108594	841	0.7722772277227723	1.0	False
chr2	3172453	3173054	2581	0.1188118811881188	1.0	False
chr2	2710696	2711630	1849	0.32673267326732675	1.0	False
chr2	1787859	1788852	420	0.44554455445544555	1.0	False
chr2	314791	315232	242	0.6534653465346535	1.0	False
chr2	2886430	2887116	1580	0.22772277227722773	1.0	False
chr2	15956	16722	916	0.5544554455445545	1.0	False
chr2	3143858	3144689	563	0.2376237623762376	1.0	False
chr2	167078	167701	1836	0.039603960396039604	1.0	False
chr2	2046827	2047222	377	0.801980198019802	1.0	False
chr2	721370	721748	2447	0.10891089108910891	1.0	False
chr2	2450046	2450153	3400	0.0297029702970297	1.0	False
chr2	1349020	1349869	1194	0.504950495049505	1.0	False
chr2	1182817	1183024	2718	0.009900990099009901	1.0	False
chr2	2347049	2347898	586	0.1188118811881188	1.0	False
chr2	393992	394197	851	0.8118811881188119	1.0	False
chr2	1918405	1919177	555	0.7326732673267327	1.0	False
chr2	629937	630859	1014	0.3069306930693069	1.0	False
chr2	2878521	2878648	2539	0.009900990099009901	1.0	False
chr2	2298767	2299184	494	0.9306930693069307	1.0	False
chr2	615222	615842	1459	0.1485148514851485	1.0	False
chr2	2477679	2478628	775	0.019801980198019802	1.0	False
chr2	1691281	1691828	1089	0.48514851485148514	1.0	False
chr2	1980547	1981184	3694	0.019801980198019802	1.0	False
chr2	288492	289185	2095	0.10891089108910891	1.0	False
chr2	839793	840750	1005	0.37623762376237624	1.0	False
chr2	1077472	1077603	1052	0.33663366336633666	1.0	False
chr2	545199	545746	2328	0.009900990099009901	1.0	False
chr2	175267	176032	499	0.594059405940594	1.0	False
chr2	1779645	1780624	626	0.009900990099009901	1.0	False
chr2	1853227	1853733	2476	0.15841584158415842	1.0	False
chr2	235681	236385	353	0.26732673267326734	1.0	False
chr2	467709	468322	915	0.297029702970297	1.0	False
chr2	994268	994994	187	0.5148514851485149	1.0	False
chr2	2642780	2643438	1902	0.0891089108910891	1.0	False
chr2	1929916	1930371	469	0.09900990099009901	1.0	False
chr2	2027785	2028616	0	1.0	1.0	False
chr2	695927	696318	2301	0.009900990099009901	1.0	False
chr2	1652764	1652975	382	0.8514851485148515	1.0	False
chr2	1586024	1586933	3365	0.009900990099009901	1.0	False
chr2	724140	724346	1718	0.1188118811881188	1.0	False
chr2	2120840	2121570	177	0.8316831683168316	1.0	False
chr2	1112221	1112985	698	0.7821782178217822	1.0	False
chr2	2932224	2933217	810	0.4752475247524752	1.0	False
chr2	2711409	2711728	226	0.6633663366336634	1.0	False
chr2	560948	561849	811	0.7227722772277227	1.0	False
chr2	623862	624428	234	0.7821782178217822	1.0	False
chr2	1779389	1779698	103	0.900990099009901	1.0	False
chr2	2237705	2238613	1013	0.009900990099009901	1.0	False
chr2	395603	395865	673	0.5346534653465347	1.0	False
chr2	2405935	2406106	528	0.7227722772277227	1.0	False
chr2	1944319	1945292	1163	0.6534653465346535	1.0	False
chr2	2961672	2962204	769	0.2871287128712871	1.0	False
chr2	1060435	1060876	974	0.49504950495049505	1.0	False
chr2	844556	844725	52	0.9900990099009901	1.0	False
chr2	1271479	1271615	612	0.6435643564356436	1.0	False
chr2	2009357	2009710	399	0.8712871287128713	1.0	False
chr2	1487518	1488216	361	0.594059405940594	1.0	False
chr2	1421342	1421607	371	0.8613861386138614	1.0	False
chr2	924255	924389	78	0.8613861386138614	1.0	False
chr2	96741	96924	0	1.0	1.0	False
chr2	1301828	1302762	0	1.0	1.0	False
chr2	2826139	2826295	0	1.0	1.0	False
chr2	272062	272646	719	0.6732673267326733	1.0	False
chr2	1673918	1674149	1255	0.26732673267326734	1.0	False
chr2	1462822	1463422	826	0.693069306930693	1.0	False
chr2	995460	996241	1039	0.38613861386138615	1.0	False
chr2	1973843	1974071	1659	0.37623762376237624	1.0	False
chr2	2906807	2907686	1231	0.48514851485148514	1.0	False
chr2	2787171	2787815	2647	0.009900990099009901	1.0	False
chr2	2084506	2084695	3846	0.019801980198019802	1.0	False
chr2	1528454	1529440	3679	0.009900990099009901	1.0	False
chr2	1797626	1798340	1407	0.26732673267326734	1.0	False
chr2	3051429	3051727	3464	0.009900990099009901	1.0	False
chr2	1123420	1124376	825	0.6336633663366337	1.0	False
chr2	12954	13623	759	0.40594059405940597	1.0	False
chr2	1329166	1330028	839	0.39603960396039606	1.0	False
chr2	2914209	2914475	166	0.7821782178217822	1.0	False
chr2	663659	664657	2582	0.009900990099009901	1.0	False
chr2	1502706	1503434	635	0.4158415841584158	1.0	False
chr2	1409549	1410390	1575	0.1782178217821782	1.0	False
chr2	1644990	1645294	2948	0.0297029702970297	1.0	False
chr2	2802109	2803095	2465	0.10891089108910891	1.0	False
chr2	1213743	1214481	2117	0.15841584158415842	1.0	False
chr2	3217633	3217984	1248	0.33663366336633666	1.0	False
chr2	809885	810867	63	0.8712871287128713	1.0	False
chr2	1816388	1817046	1353	0.5742574257425742	1.0	False
chr2	582587	582943	113	0.7821782178217822	1.0	False
chr2	2667184	2667709	2354	0.31683168316831684	1.0	False
chr2	2578750	2579527	478	0.33663366336633666	1.0	False
chr2	877491	878091	2256	0.1188118811881188	1.0	False
chr2	3269244	3269628	1210	0.18811881188118812	1.0	False
chr2	1012170	1012784	1945	0.009900990099009901	1.0	False
chr2	3244685	3245103	2118	0.009900990099009901	1.0	False
chr2	1617659	1618115	396	0.5841584158415841	1.0	False
chr2	745586	745863	1337	0.594059405940594	1.0	False
chr2	1596175	1597092	1235	0.5346534653465347	1.0	False
chr2	3215826	3216530	925	0.2871287128712871	1.0	False
chr2	248245	248357	498	0.7722772277227723	1.0	False
chr2	2449461	2449713	238	0.7128712871287128	1.0	False
chr2	346076	346433	620	0.5346534653465347	1.0	False
chr2	1674742	1675618	321	0.21782178217821782	1.0	False
chr2	1127117	1127297	3301	0.0594059405940594	1.0	False
chr2	2820521	2820814	0	1.0	1.0	False
chr2	441794	442373	136	0.8217821782178217	1.0	False
chr2	353216	354000	721	0.8316831683168316	1.0	False
chr2	2304389	2305130	449	0.9405940594059405	1.0	False
chr2	1805666	1806627	0	1.0	1.0	False
chr2	2209551	2210305	1475	0.31683168316831684	1.0	False
chr2	767910	768272	580	0.6336633663366337	1.0	False
chr2	205104	205548	744	0.5247524752475248	1.0	False
chr2	2900017	2900174	1063	0.45544554455445546	1.0	False
chr2	515886	516678	942	0.26732673267326734	1.0	False
chr2	175978	176918	87	1.0	1.0	False
chr2	1888463	1888970	518	0.8613861386138614	1.0	False
chr2	2443497	2444093	1519	0.5445544554455446	1.0	False
chr2	2271955	2272544	510	0.7821782178217822	1.0	False
chr2	1706744	1706955	352	0.7326732673267327	1.0	False
chr2	2281948	2282744	384	0.5742574257425742	1.0	False
chr2	3267089	3268054	981	0.6138613861386139	1.0	False
chr2	909528	910475	757	0.3069306930693069	1.0	False
chr2	949558	950200	2401	0.297029702970297	1.0	False
chr2	1342101	1342729	1536	0.019801980198019802	1.0	False
chr2	86416	86735	1474	0.0594059405940594	1.0	False
chr2	3000452	3001133	867	0.25742574257425743	1.0	False
chr2	2570626	2570894	743	0.2376237623762376	1.0	False
chr2	1613646	1614185	908	0.2376237623762376	1.0	False
chr2	2070324	2070955	1618	0.5346534653465347	1.0	False
chr2	358871	359217	2403	0.039603960396039604	1.0	False
chr2	1284039	1284646	1718	0.16831683168316833	1.0	False
chr2	2843312	2844044	797	0.38613861386138615	1.0	False
chr2	3008072	3008781	95	0.8118811881188119	1.0	False
chr2	1245220	1246201	61	0.9504950495049505	1.0	False
chr2	2486961	2487261	388	0.7920792079207921	1.0	False
chr2	1894302	1895088	60	0.9603960396039604	1.0	False
chr2	376301	376719	833	0.09900990099009901	1.0	False
chr2	2080870	2081182	801	0.1485148514851485	1.0	False
chr2	2691183	2692041	3678	0.039603960396039604	1.0	False
chr2	2521043	2521571	2316	0.22772277227722773	1.0	False
chr2	132562	133022	1758	0.297029702970297	1.0	False
chr2	768420	768954	1441	0.009900990099009901	1.0	False
chr2	3234643	3235149	638	0.801980198019802	1.0	False
chr2	3209078	3209505	528	0.46534653465346537	1.0	False
chr2	1726049	1726732	839	0.15841584158415842	1.0	False
chr2	1455222	1455964	371	0.8712871287128713	1.0	False
chr2	3043398	3043614	3077	0.019801980198019802	1.0	False
chr2	2152854	2153038	1710	0.42574257425742573	1.0	False
chr2	2545493	2546479	130	0.801980198019802	1.0	False
chr2	2290584	2291433	1614	0.5148514851485149	1.0	False
chr2	778645	778804	272	0.5247524752475248	1.0	False
chr2	3176094	3176335	1764	0.26732673267326734	1.0	False
chr2	1162334	1163303	794	0.26732673267326734	1.0	False
chr2	852183	852344	195	0.4752475247524752	1.0	False
chr2	471224	471380	372	0.6237623762376238	1.0	False
chr2	3032139	3032402	501	0.7029702970297029	1.0	False
chr2	180253	180399	271	0.7524752475247525	1.0	False
chr2	548200	548449	182	0.7623762376237624	1.0	False
chr2	2732174	2733107	592	0.7722772277227723	1.0	False
chr2	266769	267553	1792	0.0891089108910891	1.0	False
chr2	1247280	1247640	599	0.18811881188118812	1.0	False
chr2	195073	196021	2042	0.15841584158415842	1.0	False
chr2	2480012	2480799	0	1.0	1.0	False
chr2	3058816	3058985	1639	0.12871287128712872	1.0	False
chr2	291513	292165	1994	0.019801980198019802	1.0	False
chr2	2905116	2905867	622	0.7029702970297029	1.0	False
chr2	697452	698119	790	0.6237623762376238	1.0	False
chr2	847822	848192	665	0.7326732673267327	1.0	False
chr2	173193	173327	246	0.6831683168316832	1.0	False
chr2	2759556	2760489	874	0.7623762376237624	1.0	False
chr2	2802783	2803416	2204	0.2871287128712871	1.0	False
chr2	1351449	1351999	617	0.42574257425742573	1.0	False
chr2	955454	956124	385	0.7920792079207921	1.0	False
chr2	2649807	2650337	1764	0.40594059405940597	1.0	False
chr2	2880730	2881498	535	0.43564356435643564	1.0	False
chr2	2132459	2133280	1162	0.3564356435643564	1.0	False
chr2	512474	513243	624	0.6138613861386139	1.0	False
chr2	1917046	1917982	1247	0.3069306930693069	1.0	False
chr2	748075	749013	650	0.7326732673267327	1.0	False
chr2	1554914	1555411	25	0.9504950495049505	1.0	False
chr2	1625633	1625745	0	1.0	1.0	False
chr2	1697164	1697358	0	1.0	1.0	False
chr2	3154690	3154863	2475	0.07920792079207921	1.0	False
chr2	703386	704036	773	0.5247524752475248	1.0	False
chr2	1254522	1254711	1903	0.297029702970297	1.0	False
chr2	343283	344062	1794	0.039603960396039604	1.0	False
chr2	1685769	1686352	507	0.8514851485148515	1.0	False
chr2	3051352	3051999	1004	0.3465346534653465	1.0	False
chr2	1469180	1470142	1098	0.594059405940594	1.0	False
chr2	971973	972354	2093	0.07920792079207921	1.0	False
chr2	8458	9205	431	0.504950495049505	1.0	False
chr2	1740454	1741147	210	0.5445544554455446	1.0	False
chr2	2845053	2845257	715	0.900990099009901	1.0	False
chr2	199604	200018	243	0.9405940594059405	1.0	False
chr2	886372	887347	3518	0.0594059405940594	1.0	False
chr2	1756144	1756258	36	1.0	1.0	False
chr2	793582	793881	338	0.6435643564356436	1.0	False
chr2	874197	875094	881	0.7920792079207921	1.0	False
chr2	1835910	1836461	0	1.0	1.0	False
chr2	2116775	2117504	0	1.0	1.0	False
chr2	535303	536228	769	0.009900990099009901	1.0	False
chr2	2962571	2962990	312	0.693069306930693	1.0	False
chr2	2618173	2619157	263	0.6831683168316832	1.0	False
chr2	2425052	2425404	353	0.801980198019802	1.0	False
chr2	140714	141641	1228	0.5445544554455446	1.0	False
chr2	2704527	2704670	114	0.7920792079207921	1.0	False
chr2	2176333	2176823	1401	0.594059405940594	1.0	False
chr2	1119694	1120413	2885	0.0297029702970297	1.0	False
chr2	2064338	2064785	503	0.37623762376237624	1.0	False
chr2	2698391	2698997	1038	0.38613861386138615	1.0	False
chr2	3026344	3027295	773	0.49504950495049505	1.0	False
chr2	691975	692190	2778	0.019801980198019802	1.0	False
chr2	2295077	2296020	210	0.5148514851485149	1.0	False
chr2	25833	26284	1783	0.43564356435643564	1.0	False
chr2	1276694	1277221	1517	0.15841584158415842	1.0	False
chr2	1972153	1972482	2165	0.3465346534653465	1.0	False
chr2	943308	944262	448	0.6138613861386139	1.0	False
chr2	808353	808745	650	0.33663366336633666	1.0	False
chr2	1147756	1148105	3978	0.009900990099009901	1.0	False
chr2	1509237	1509717	411	0.9603960396039604	1.0	False
chr2	931321	931735	241	0.900990099009901	1.0	False
chr2	756674	757060	0	1.0	1.0	False
chr2	2483955	2484799	1363	0.43564356435643564	1.0	False
chr2	2240913	2241343	626	0.594059405940594	1.0	False
chr2	1930127	1931115	286	0.900990099009901	1.0	False
chr2	2484717	2484941	528	0.6138613861386139	1.0	False
chr2	3187596	3188000	2036	0.1188118811881188	1.0	False
chr2	976859	977173	1706	0.019801980198019802	1.0	False
chr2	2658698	2659276	822	0.0297029702970297	1.0	False
chr2	145953	146732	3614	0.009900990099009901	1.0	False
chr2	1280962	1281804	799	0.019801980198019802	1.0	False
chr2	503276	503913	683	0.8316831683168316	1.0	False
chr2	1622983	1623679	1253	0.45544554455445546	1.0	False
chr2	1604909	1605601	172	0.8811881188118812	1.0	False
chr2	687730	688329	643	0.44554455445544555	1.0	False
chr2	2852442	2853261	346	0.7029702970297029	1.0	False
chr2	1291724	1292109	1103	0.7227722772277227	1.0	False
chr2	2073992	2074974	2458	0.19801980198019803	1.0	False
chr2	1587278	1587819	1333	0.6237623762376238	1.0	False
chr2	765734	766120	804	0.25742574257425743	1.0	False
chr2	3253181	3253401	295	0.7623762376237624	1.0	False
chr2	2922638	2922988	1248	0.5841584158415841	1.0	False
chr2	3122730	3123697	513	0.8712871287128713	1.0	False
chr2	1758080	1758270	2069	0.04950495049504951	1.0	False
chr2	580005	580871	4041	0.019801980198019802	1.0	False
chr2	2424520	2424966	1151	0.6633663366336634	1.0	False
chr2	867173	868062	1310	0.26732673267326734	1.0	False
chr2	2628761	2629553	6004	0.009900990099009901	1.0	False
chr2	3152517	3152801	97	0.8118811881188119	1.0	False
chr2	2391076	2391373	470	0.8217821782178217	1.0	False
chr2	2959803	2960754	1238	0.1782178217821782	1.0	False
chr2	1515214	1515655	1917	0.009900990099009901	1.0	False
chr2	2859677	2859816	187	0.8118811881188119	1.0	False
chr2	1035870	1036182	1608	0.40594059405940597	1.0	False
chr2	2171726	2172343	718	0.39603960396039606	1.0	False
chr2	1678693	1679591	637	0.7029702970297029	1.0	False
chr2	1570447	1571296	553	0.45544554455445546	1.0	False
chr2	1657347	1658036	835	0.7425742574257426	1.0	False
chr2	2905595	2906244	279	0.7623762376237624	1.0	False
chr2	921611	922128	2313	0.0891089108910891	1.0	False
chr2	2672692	2672843	660	0.32673267326732675	1.0	False
chr2	3004599	3005326	2301	0.009900990099009901	1.0	False
chr2	1247724	1248198	1451	0.009900990099009901	1.0	False
chr2	1219915	1220324	494	0.46534653465346537	1.0	False
chr2	2367816	2368278	218	0.49504950495049505	1.0	False
chr2	1427649	1427824	531	0.7920792079207921	1.0	False
chr2	2701393	2702333	2130	0.09900990099009901	1.0	False
chr2	256732	256966	855	0.4752475247524752	1.0	False
chr2	2322906	2323140	1067	0.5346534653465347	1.0	False
chr2	2421130	2421684	144	0.7821782178217822	1.0	False
chr2	1269855	1270678	2082	0.18811881188118812	1.0	False
chr2	1420018	1420555	229	0.7227722772277227	1.0	False
chr2	806917	807344	1981	0.0891089108910891	1.0	False
chr2	1423561	1424552	1774	0.1188118811881188	1.0	False
chr2	1645422	1646345	1815	0.10891089108910891	1.0	False
chr2	1469670	1470590	1464	0.15841584158415842	1.0	False
chr2	1548397	1549118	1089	0.693069306930693	1.0	False
chr2	1654461	1654594	1862	0.07920792079207921	1.0	False
chr2	2207179	2207320	585	0.504950495049505	1.0	False
chr2	1683654	1683992	975	0.40594059405940597	1.0	False
chr2	2937558	2937812	232	0.5643564356435643	1.0	False
chr2	1875682	1875990	1180	0.5742574257425742	1.0	False
chr2	268923	269057	212	0.801980198019802	1.0	False
chr2	417043	417415	564	0.19801980198019803	1.0	False
chr2	1631037	1631594	537	0.32673267326732675	1.0	False
chr2	2660264	2660456	915	0.49504950495049505	1.0	False
chr2	2856500	2857032	433	0.8217821782178217	1.0	False
chr2	1818394	1819386	4185	0.0297029702970297	1.0	False
chr2	1800693	1801166	0	1.0	1.0	False
chr2	1687033	1687569	809	0.7722772277227723	1.0	False
chr2	1512664	1513358	885	0.7920792079207921	1.0	False
chr2	1505210	1506025	2214	0.009900990099009901	1.0	False
chr2	1255963	1256678	2290	0.009900990099009901	1.0	False
chr2	322017	322968	1888	0.009900990099009901	1.0	False
chr2	2241344	2241748	442	0.6534653465346535	1.0	False
chr2	1012786	1013452	660	0.6435643564356436	1.0	False
chr2	139655	139879	1133	0.3465346534653465	1.0	False
chr2	2617199	2617835	1110	0.38613861386138615	1.0	False
chr2	1867864	1868731	361	0.45544554455445546	1.0	False
chr2	2278933	2279146	2340	0.0594059405940594	1.0	False
chr2	3056421	3056597	800	0.7029702970297029	1.0	False
chr2	2040618	2040841	1752	0.504950495049505	1.0	False
chr2	3249422	3249589	2282	0.009900990099009901	1.0	False
chr2	313114	313858	327	0.48514851485148514	1.0	False
chr2	321294	322019	350	0.6831683168316832	1.0	False
chr2	2850284	2850885	570	0.7029702970297029	1.0	False
chr2	1915861	1916272	733	0.4158415841584158	1.0	False
chr2	1861330	1861584	1979	0.0297029702970297	1.0	False
chr2	2467697	2468573	2323	0.009900990099009901	1.0	False
chr2	2878390	2879115	452	0.24752475247524752	1.0	False
chr2	1326219	1326749	232	0.3465346534653465	1.0	False
chr2	2502548	2503032	1929	0.06930693069306931	1.0	False
chr2	1152463	1152788	2308	0.1188118811881188	1.0	False
chr2	1876868	1877561	907	0.6138613861386139	1.0	False
chr2	2752653	2753467	1764	0.32673267326732675	1.0	False
chr2	1486805	1487410	507	0.5346534653465347	1.0	False
chr2	1179256	1179641	2123	0.16831683168316833	1.0	False
chr2	4862	5012	963	0.3564356435643564	1.0	False
chr2	1036211	1036397	1740	0.39603960396039606	1.0	False
chr2	627670	627906	940	0.46534653465346537	1.0	False
chr2	2533966	2534353	733	0.009900990099009901	1.0	False
chr2	1988298	1988897	413	0.9405940594059405	1.0	False
chr2	2242962	2243827	228	0.8118811881188119	1.0	False
chr2	2011135	2011288	322	0.7326732673267327	1.0	False
chr2	3055269	3056132	415	0.5346534653465347	1.0	False
chr2	2879019	2879656	1116	0.16831683168316833	1.0	False
chr2	1127615	1128282	2496	0.07920792079207921	1.0	False
chr2	864176	864663	282	0.44554455445544555	1.0	False
chr2	1931451	1932200	2272	0.2376237623762376	1.0	False
chr2	933303	934285	1365	0.6732673267326733	1.0	False
chr2	3181499	3181705	57	0.900990099009901	1.0	False
chr2	351215	351734	673	0.5544554455445545	1.0	False
chr2	1774192	1774491	2014	0.19801980198019803	1.0	False
chr2	522629	522874	1514	0.5841584158415841	1.0	False
chr2	784441	785428	869	0.1188118811881188	1.0	False
chr2	2408682	2408928	715	0.1782178217821782	1.0	False
chr2	2270940	2271119	338	0.9207920792079208	1.0	False
chr2	2495427	2495593	387	0.8415841584158416	1.0	False
chr2	2036488	2037187	1037	0.5841584158415841	1.0	False
chr2	512117	512844	108	0.8712871287128713	1.0	False
chr2	2875978	2876152	0	1.0	1.0	False
chr2	192293	193137	686	0.40594059405940597	1.0	False
chr2	2913569	2914064	249	0.7821782178217822	1.0	False
chr2	1791771	1792328	501	0.31683168316831684	1.0	False
chr2	2498712	2499469	1449	0.15841584158415842	1.0	False
chr2	608514	609066	187	0.9405940594059405	1.0	False
chr2	3126262	3126915	173	0.8217821782178217	1.0	False
chr2	447304	447594	717	0.9207920792079208	1.0	False
chr2	2009026	2009986	86	0.8613861386138614	1.0	False
chr2	316697	316965	497	0.693069306930693	1.0	False
chr2	1641309	1642286	405	0.6732673267326733	1.0	False
chr2	2007623	2008612	208	0.801980198019802	1.0	False
chr2	2069614	2070519	945	0.21782178217821782	1.0	False
chr2	279931	280547	445	0.6534653465346535	1.0	False
chr2	883560	884356	2139	0.12871287128712872	1.0	False
chr2	2272437	2273127	2439	0.16831683168316833	1.0	False
chr2	3039043	3039893	888	0.40594059405940597	1.0	False
chr2	370717	371093	359	0.693069306930693	1.0	False
chr2	2983571	2984520	700	0.5247524752475248	1.0	False
chr2	10578	11342	770	0.5445544554455446	1.0	False
chr2	2990386	2991303	1254	0.43564356435643564	1.0	False
chr2	528227	528539	323	0.8910891089108911	1.0	False
chr2	1272002	1272280	2082	0.0594059405940594	1.0	False
chr2	1726794	1727194	2057	0.13861386138613863	1.0	False
chr2	2274592	2275126	329	0.297029702970297	1.0	False
chr2	2431187	2431701	826	0.5247524752475248	1.0	False
chr2	2549721	2550079	2654	0.009900990099009901	1.0	False
chr2	2234758	2235381	2182	0.0594059405940594	1.0	False
chr2	3115285	3115556	4064	0.019801980198019802	1.0	False
chr2	2730341	2730619	2841	0.009900990099009901	1.0	False
chr2	1727804	1728772	1137	0.2871287128712871	1.0	False
chr2	1471590	1472051	0	1.0	1.0	False
chr2	487603	487729	357	0.9603960396039604	1.0	False
chr2	2661205	2661814	1263	0.7227722772277227	1.0	False
chr2	3082334	3082665	2032	0.37623762376237624	1.0	False
chr2	1609157	1609499	2259	0.2079207920792079	1.0	False
chr2	892806	893190	2459	0.0891089108910891	1.0	False
chr2	713104	713402	389	0.2079207920792079	1.0	False
chr2	1032112	1032809	646	0.6336633663366337	1.0	False
chr2	1070071	1070182	2572	0.15841584158415842	1.0	False
chr2	269328	269865	524	0.6831683168316832	1.0	False
chr2	259885	260618	1728	0.18811881188118812	1.0	False
chr2	2548252	2548669	3025	0.039603960396039604	1.0	False
chr2	427903	428575	482	0.07920792079207921	1.0	False
chr2	763376	763654	0	1.0	1.0	False
chr2	2328067	2328257	894	0.6831683168316832	1.0	False
chr2	2944794	2945317	2366	0.009900990099009901	1.0	False
chr2	3053444	3054020	1126	0.09900990099009901	1.0	False
chr2	2935101	2935354	0	1.0	1.0	False
chr2	2941907	2942779	530	0.8217821782178217	1.0	False
chr2	2678692	2679364	2168	0.009900990099009901	1.0	False
chr2	3176661	3177540	1084	0.25742574257425743	1.0	False
chr2	2528933	2529393	336	0.8415841584158416	1.0	False
chr2	1515271	1515540	649	0.6534653465346535	1.0	False
chr2	1393011	1393543	838	0.693069306930693	1.0	False
chr2	2053186	2053414	112	0.8811881188118812	1.0	False
chr2	2413743	2414663	696	0.7722772277227723	1.0	False
chr2	1573547	1574284	775	0.693069306930693	1.0	False
chr2	3162394	3162850	752	0.7722772277227723	1.0	False
chr2	2313031	2313269	755	0.6435643564356436	1.0	False
chr2	2514894	2515394	399	0.7524752475247525	1.0	False
chr2	1680354	1681283	449	0.6732673267326733	1.0	False
chr2	959809	959978	0	1.0	1.0	False
chr2	897118	898105	2484	0.21782178217821782	1.0	False
chr2	2957085	2957940	0	1.0	1.0	False
chr2	1128355	1128870	0	1.0	1.0	False
chr2	1343166	1344105	497	0.8217821782178217	1.0	False
chr2	2699813	2699922	1173	0.36633663366336633	1.0	False
chr2	2157542	2158499	975	0.4752475247524752	1.0	False
chr2	2506330	2506801	2317	0.04950495049504951	1.0	False
chr2	737914	738463	2231	0.1782178217821782	1.0	False
chr2	2041745	2042690	237	0.693069306930693	1.0	False
chr2	2989026	2989432	133	0.7623762376237624	1.0	False
chr2	75911	76607	771	0.7623762376237624	1.0	False
chr2	771580	772334	1391	0.31683168316831684	1.0	False
chr2	2261536	2262459	481	0.44554455445544555	1.0	False
chr2	2455346	2455889	1829	0.1782178217821782	1.0	False
chr2	1733305	1733567	937	0.5643564356435643	1.0	False
chr2	2398951	2399216	836	0.4158415841584158	1.0	False
chr2	2604780	2604949	576	0.504950495049505	1.0	False
chr2	95599	95988	932	0.42574257425742573	1.0	False
chr2	1376493	1376682	239	0.7623762376237624	1.0	False
chr2	2922025	2922778	2125	0.38613861386138615	1.0	False
chr2	3022429	3023004	3380	0.0594059405940594	1.0	False
chr2	1352899	1353896	2957	0.10891089108910891	1.0	False
chr2	2028085	2028327	347	0.6435643564356436	1.0	False
chr2	2339285	2339822	102	0.8910891089108911	1.0	False
chr2	175032	175706	0	1.0	1.0	False
chr2	155109	155609	3904	0.019801980198019802	1.0	False
chr2	2083319	2084251	383	0.6138613861386139	1.0	False
chr2	3067033	3067940	3404	0.009900990099009901	1.0	False
chr2	1005637	1006371	1464	0.5445544554455446	1.0	False
chr2	2175664	2176250	109	0.9108910891089109	1.0	False
chr2	1572798	1573161	2193	0.0891089108910891	1.0	False
chr2	3074382	3074906	1596	0.009900990099009901	1.0	False
